order_id,product_id,quantity,unit_price,total_price
O0001499,123abc, ,NULL,2050.29
O0001500, ,1,###BAD###,###BAD###
O0001500,P00244,not_a_date,2385.64,N/A
O0001501,P00148,1,4017.9,not_a_date
nan,null,nan,3597.46,N/A
O0001503,null,9999-99-99,invalid,nan
 ,,1,2274.46,null
32-13-2025,null,@@@,123abc,not_a_date
not_a_date,9999-99-99,###BAD###,674.82,674.82
O0001507,P00272,1,4411.65,null
null,P00097,1,2960.51,2960.51
O0001509,P00219,invalid,null,123abc
O0001510,P00106,2, ,not_a_date
32-13-2025,not_a_date,1,60.87,N/A
nan,P00157,@@@,123abc,635.34
,P00119,1,123abc,
O0001512,null,1,invalid,NULL
O0001512,32-13-2025,1,2435.55,2435.55
invalid,P00001,1,3805.71,not_a_date
NULL,P00103,nan,N/A,
O0001513,@@@,nan,1353.83,1353.83
O0001514,P00282,not_a_date,,1324.49
O0001515,P00008,1,468.55,468.55
@@@,###BAD###,not_a_date,3827.93,invalid
NULL,P00185,@@@,,3478.29
O0001518,P00154,1,N/A,invalid
 ,P00135,1,3247.1,3247.1
O0001519,P00223,1,3121.6,nan
@@@,P00271,2,234.01,invalid
9999-99-99,not_a_date,nan,not_a_date,2550.19
###BAD###,P00296,3,@@@,12947.46
O0001522,N/A,invalid,4516.55,32-13-2025
null,not_a_date,N/A,NULL,1521.33
not_a_date,P00056,N/A,not_a_date,9999-99-99
O0001524,NULL,invalid,4158.15,4158.15
O0001525,P00272,1,3947.26,3947.26
O0001526,P00036,N/A,432.71,432.71
O0001527,P00214,1,###BAD###,2162.63
O0001528,P00300,1,3496.59,3496.59
not_a_date,P00143,, ,123abc
O0001529,not_a_date,1,281.4,invalid
N/A,,2,###BAD###,2929.76
O0001531,P00111,1,@@@,690.56
NULL, ,null,1666.08,1666.08
@@@,not_a_date,1,368.1,368.1
O0001533,P00008,1,9999-99-99,32-13-2025
O0001534,P00014,1,null,2306.25
123abc,###BAD###,invalid,9999-99-99,3885.1
O0001536,P00004,1,3673.33,3673.33
O0001537,null,32-13-2025,@@@,4537.31
O0001538,null,3,2050.29, 
O0001539,null,123abc,null,123abc
O0001540,123abc,9999-99-99,not_a_date,###BAD###
not_a_date,null,1,32-13-2025,1171.41
O0001541,P00141,1,1433.52,nan
nan,P00012,NULL,9999-99-99,3996.92
O0001543,nan,1,3148.43,3148.43
O0001544,P00300,1,32-13-2025,@@@
O0001545,P00111,1,690.56,690.56
O0001545,invalid,1,###BAD###,235.13
N/A,P00027,1,2884.94,123abc
###BAD###,P00273,2,2747.25,nan
O0001547,P00030,1,3063.42,3063.42
123abc,invalid,,3673.33,3673.33
,P00221, ,3575.25,N/A
9999-99-99,P00158,1,@@@,563.38
,P00108,invalid,123abc,###BAD###
O0001551,P00164,32-13-2025, ,111.18
O0001551,P00092,null,3856.71,invalid
invalid,123abc,@@@,1131.25,1131.25
O0001552,P00243,1,2634.63,2634.63
9999-99-99,P00218,nan,1465.34,1465.34
32-13-2025,P00089,not_a_date,3327.14,3327.14
###BAD###,P00051,1,1589.2,null
9999-99-99,9999-99-99,9999-99-99,2650.71,null
123abc,P00030,,nan,not_a_date
,P00050,invalid,not_a_date,4265.79
NULL,P00257,1,267.07,267.07
@@@,P00255,NULL,155.06,155.06
NULL,P00179,1,32-13-2025,4413.89
O0001559,,1,not_a_date,123abc
null,nan,9999-99-99,3056.22,3056.22
 ,P00085,1,3827.93,3827.93
NULL,P00141,1,not_a_date,1433.52
O0001562,P00104,1,invalid,656.96
invalid,P00118,1,@@@,null
null,P00179,1,4904.32,@@@
9999-99-99,P00056,1,,NULL
 ,NULL,1,###BAD###,2031.24
O0001565,P00271,1,261.54, 
O0001566,P00023,3,32-13-2025,nan
123abc,###BAD###,1,3052.5,3052.5
123abc,not_a_date,nan,450.54,450.54
9999-99-99,P00281,1,3003.44,null
O0001570,P00086,1,@@@,2050.29
not_a_date,,1, ,2614.64
@@@,P00027,32-13-2025,2884.94,5769.88
O0001573,P00122,###BAD###,3386.76,3386.76
O0001573,not_a_date,1, ,invalid
O0001574,N/A,N/A,1621.12,1621.12
 ,32-13-2025,1,3206.1,###BAD###
O0001575,P00296,invalid,4315.82,4315.82
9999-99-99,null,1,172.29,invalid
O0001577,not_a_date,1,2136.29,9999-99-99
O0001578,null,invalid,4503.45,4503.45
nan,P00088,1,1334.16,1334.16
O0001580,P00209,123abc,1300.18,1300.18
O0001581,P00222,9999-99-99,null,
###BAD###,P00058,1,N/A, 
O0001583,P00243,1,2773.29,2773.29
O0001584,123abc,3,invalid,7473.72
O0001585,not_a_date,invalid,3439.33,3439.33
O0001585,P00141,1,nan,1433.52
O0001585,NULL,1,invalid,123abc
 ,P00270,1,3063.79,123abc
O0001587,P00026,1,1910.01,32-13-2025
O0001588,invalid,1,478.87,
 ,P00063,1,NULL,null
O0001590,null,1,2868.61,2868.61
O0001590,P00296,1,4315.82,4315.82
###BAD###,P00012,1,32-13-2025,3996.92
,P00272,1,4411.65, 
O0001592,P00008,1,551.23, 
O0001592,P00272,1,4643.84,4643.84
O0001593,P00103,1,2672.7,2672.7
O0001594,P00077,1,invalid, 
9999-99-99,P00125,1,,797.82
,P00122,1,9999-99-99,3386.76
O0001596,P00222,2,not_a_date,6865.56
null,###BAD###,32-13-2025,3003.44,3003.44
invalid,P00239, ,123abc,3602.1
nan,P00239,1,4237.77,4237.77
O0001600,P00090,invalid,###BAD###,4089.27
O0001600,P00018,2,9999-99-99,1002.26
,32-13-2025,32-13-2025,994.52,invalid
O0001602,P00183,2, ,nan
O0001603,P00245,1,348.72,348.72
O0001604,P00089,@@@,3696.82,3696.82
N/A,NULL,1,N/A,4904.32
O0001606,N/A,1,invalid,2675.97
###BAD###,123abc,1,1868.35,not_a_date
null,P00099,1,1795.34,@@@
O0001608,P00182,1,###BAD###,###BAD###
O0001609,P00272,1,,4643.84
O0001610,null,N/A,451.02,9999-99-99
NULL,,N/A,247.78,32-13-2025
,P00224,1,209.92,not_a_date
O0001612,P00165,1,3271.88, 
O0001613,P00129,nan,245.45,nan
O0001614,P00250,N/A,586.98,123abc
O0001615,N/A,1,N/A,4866.94
 ,P00149,1,@@@,520.24
O0001617,P00226,1,9999-99-99,4114.42
O0001617,P00201,9999-99-99,2440.51,2440.51
O0001617,NULL,1,1983.27,1983.27
O0001618,###BAD###,9999-99-99,1406.19,nan
O0001619,P00137,32-13-2025,1038.76,1038.76
,123abc,@@@,nan,5868.5
O0001620,P00119,1,1449.8,1449.8
32-13-2025,P00260,NULL,###BAD###,2689.37
O0001622,N/A,2,3371.34,6742.68
O0001623,P00231,2,null,2110.56
not_a_date,P00047,NULL,32-13-2025,3078.02
not_a_date,@@@,N/A,null,1206.63
O0001624,P00116,1,N/A,1111.52
O0001625,nan,1,443.23,443.23
 ,null,1,###BAD###,2063.66
O0001627,null,1,NULL,2281.86
O0001628,null,invalid,3569.49,123abc
,P00128,@@@,###BAD###,@@@
O0001630,P00187,2,,###BAD###
O0001631,P00064,@@@,N/A,2014.86
 ,P00252, ,1068.4,1068.4
null,P00286,N/A,@@@,2865.64
nan,9999-99-99,1,3395.09,N/A
O0001634,nan,9999-99-99,593.94,593.94
O0001634,9999-99-99,@@@,NULL,3736.62
invalid,P00275,1,2276.43,2276.43
nan,invalid,1,not_a_date,1373.49
invalid,P00198,123abc,3309.36,3309.36
O0001637,P00112,32-13-2025,null, 
not_a_date, ,null,32-13-2025,758.96
O0001639,P00235,,9999-99-99,1506.18
not_a_date,not_a_date,1,NULL,NULL
O0001639,P00038,1,null,3901.46
O0001640,P00073,123abc,2276.94,2276.94
invalid,P00186,NULL,2681.61,2681.61
9999-99-99,P00195,32-13-2025,2312.38,
O0001642,P00140,1,not_a_date,not_a_date
O0001642,P00198,1,2812.96,2812.96
NULL,P00177,1,2136.29,2136.29
O0001644,P00276,1,NULL,3746.43
O0001645,P00264,,not_a_date,not_a_date
O0001646,P00040,nan,###BAD###,1996.42
O0001646,P00032,32-13-2025,@@@,NULL
O0001647,P00101,@@@,2776.42,###BAD###
O0001648,32-13-2025,1,2694.14,nan
NULL,P00085,null,4503.45,4503.45
invalid,P00091,1, ,3447.27
NULL,P00055,1,931.27,931.27
123abc,P00151,1,invalid,N/A
O0001650,not_a_date,NULL,2596.45,2596.45
O0001651,N/A,1,4628.39,
123abc,P00207,1,NULL,N/A
O0001653,P00185,1,4092.11,nan
O0001654,,,123abc,3274.91
O0001655,P00038,1,invalid,32-13-2025
invalid, ,9999-99-99,426.83,
O0001656,32-13-2025,not_a_date,@@@,2614.64
N/A,nan,1,892.08,892.08
O0001658,NULL,2,3344.38,6688.76
###BAD###,P00290,1,N/A,3095.42
nan,P00097,2, ,invalid
 ,P00286,1,32-13-2025,3371.34
O0001662,not_a_date,1,2796.03,9999-99-99
O0001663,P00134,1,not_a_date,2123.19
nan,P00078,1,3061.91,3061.91
123abc,,nan,1404.3,4212.9
O0001665,P00225,1,2789.77,2789.77
O0001665,NULL,1,3448.73,3448.73
N/A,###BAD###,9999-99-99,4413.89, 
O0001666,###BAD###,9999-99-99,2291.59,2291.59
null,P00153,nan,3471.46,null
N/A,P00064,1,1813.37,N/A
O0001668,null,2,552.98,1105.96
O0001668,9999-99-99, ,not_a_date,4084.07
O0001669,P00203,123abc,@@@,478.2
not_a_date,P00187,1,123abc,3417.59
###BAD###,P00050,NULL,4490.31,4490.31
O0001671,123abc,NULL,1353.83,@@@
O0001672,P00263,1,2925.43,null
O0001672,32-13-2025,2,4419.34,8838.68
###BAD###,32-13-2025,1,3861.11,3861.11
123abc,P00132,,1309.45,1309.45
 ,P00234,invalid,@@@,869.14
NULL,null,1,164.3,164.3
invalid,P00113,9999-99-99,32-13-2025,62.14
###BAD###,nan,not_a_date,invalid,1134.04
O0001676,P00237,1,N/A,608.76
O0001677,9999-99-99,not_a_date,not_a_date,240.36
O0001678,P00266,1,2812.52,2812.52
nan,P00013,1,68.89,68.89
not_a_date,P00060,1,193.29, 
O0001681,P00133,2,,2495.5
@@@,P00291,NULL,invalid,1817.83
O0001682,9999-99-99,1,,9999-99-99
O0001682,,1,1686.49,32-13-2025
O0001683,P00092,null,4310.44,4310.44
O0001684,32-13-2025,1,899.29,9999-99-99
O0001684,,123abc,N/A,3448.73
@@@,P00023,1,###BAD###,###BAD###
O0001686,null,1,1386.39,###BAD###
O0001686,P00134,32-13-2025,2123.19,2123.19
O0001687,9999-99-99, ,2594.62,2594.62
O0001687,P00138,1,4380.25,@@@
not_a_date,P00004, ,3673.33,
nan,P00147,1,4377.0,4377.0
@@@,N/A,1,946.62,32-13-2025
O0001690,P00048,null,9999-99-99,4230.72
O0001691,P00267,1,###BAD###,null
O0001692,N/A,nan,N/A,835.02
O0001693,@@@,1,2539.06,@@@
O0001694,P00257,1,267.07,267.07
O0001695,P00059,1,613.25,invalid
O0001696,P00223,NULL,2948.17,null
O0001697,32-13-2025,null,2908.23,9999-99-99
,null,123abc,1741.95,1741.95
not_a_date,P00165,1,3849.27,not_a_date
@@@,null,32-13-2025,null,3480.03
O0001699,P00125,1,NULL,886.47
O0001700,P00290,1,123abc,3641.67
nan,P00112,2,N/A,4093.6
not_a_date,P00231,1,123abc,896.99
O0001701,invalid,1,2157.1,
O0001702,,123abc,3360.44,3360.44
O0001703,123abc,not_a_date,NULL,985.85
NULL,P00229,NULL,nan,invalid
O0001705,nan,1,###BAD###,2546.29
,###BAD###,1,3443.81,3443.81
O0001707,P00225,1,2634.78,2634.78
not_a_date,32-13-2025,nan,@@@,@@@
123abc,P00255,1,172.29,172.29
O0001710,@@@,N/A,4416.85,32-13-2025
O0001711,P00107,invalid,3905.76,3905.76
O0001712,P00286,2,3371.34, 
O0001713,32-13-2025,32-13-2025,not_a_date,1425.34
O0001713,P00085,123abc,,3827.93
O0001714,null,1,137.44,NULL
O0001715, ,3,not_a_date,9006.09
N/A,P00288,1,NULL,not_a_date
O0001716,P00016,2,9999-99-99,not_a_date
123abc,9999-99-99,###BAD###,2248.73,2248.73
O0001717,P00275,1,2396.24,nan
N/A,P00099,9999-99-99,1889.83,5669.49
,P00220,1,@@@,312.67
O0001719,P00249,N/A,2408.37,2408.37
O0001719,32-13-2025,not_a_date,1265.57,2531.14
@@@,P00231,,1055.28,1055.28
O0001721,P00119,invalid,1449.8,1449.8
O0001722,P00193,not_a_date,579.46,579.46
O0001723,P00152,123abc,1378.13,1378.13
O0001724,123abc,1,1042.86,1042.86
null,P00286,1,9999-99-99,null
null,nan,32-13-2025,3056.22,6112.44
O0001727,###BAD###,N/A,2408.63,2408.63
O0001728,P00273,invalid,2594.62,
O0001728,,@@@,N/A,3374.84
O0001728,P00093,2,null,2918.32
null,invalid,@@@,3742.58,nan
O0001729,P00230,###BAD###,not_a_date,4830.87
O0001730,null,1,301.84,301.84
9999-99-99,not_a_date,invalid, ,1042.86
N/A,123abc,123abc,931.27,931.27
O0001733,P00255,1,nan,163.68
O0001734,P00179,1,4904.32,4904.32
O0001735,P00105,32-13-2025,,###BAD###
not_a_date,P00083,123abc,9999-99-99,4314.38
O0001736,P00119,1,1526.1,1526.1
O0001737,P00182,1,4817.7,###BAD###
N/A,P00152, ,1240.32,1240.32
O0001739,P00182,1,,4095.04
O0001740,P00258,NULL,1553.77,4661.31
O0001741,P00176,32-13-2025,invalid,null
invalid,P00268,1, ,9999-99-99
,9999-99-99,1, ,3496.93
O0001742,null,2,656.96,1313.92
O0001743,@@@,3,2312.38,6937.14
O0001743,32-13-2025,1,9999-99-99,2396.78
O0001744,P00295,null,2849.48,2849.48
,NULL,1,2761.07,nan
NULL,nan,N/A,nan,9999-99-99
O0001747,P00221,1,32-13-2025,###BAD###
,P00296,1,4076.06,4076.06
O0001749,P00141,1,,1433.52
N/A,P00156,1,invalid,
O0001750,P00288,3,not_a_date,5949.81
O0001751,P00053,1,123abc,4872.39
nan,P00003,1,1741.95,1741.95
O0001753,P00006,2,3537.3,7074.6
not_a_date,###BAD###,123abc,3418.03,3418.03
O0001755,P00053,,123abc,4872.39
O0001755,P00058,1,356.06,356.06
O0001755,###BAD###,1,123abc,649.32
O0001756,P00250,N/A,525.19,525.19
O0001756,NULL,1,4097.92,4097.92
O0001757,123abc,123abc,1460.74,2921.48
null,P00149,1,nan,520.24
@@@,,1,@@@,163.68
O0001758,P00164,NULL,94.5,94.5
O0001759,nan,1,null,null
O0001760,P00222,@@@,3432.78,@@@
O0001761,P00020,1,###BAD###,2030.93
NULL,###BAD###,2,null,4977.12
32-13-2025,P00224,3,9999-99-99,566.79
O0001763,not_a_date,1,###BAD###,@@@
invalid,,1,@@@,2075.94
 ,,1,invalid,3681.32
O0001766,P00225,9999-99-99,9999-99-99,3099.74
O0001767,P00222,not_a_date,123abc,3432.78
O0001767,9999-99-99,,4171.47,@@@
O0001768,P00250,1,not_a_date,556.08
O0001769,123abc,not_a_date,invalid,not_a_date
null,@@@,1,123abc,690.56
not_a_date,nan,N/A,2812.52,###BAD###
invalid,P00129,not_a_date,###BAD###,123abc
N/A,P00161,not_a_date,183.01,not_a_date
O0001773,P00270,@@@,2902.54,@@@
nan,@@@,1,451.02,451.02
O0001774,P00081,1,123abc,N/A
,not_a_date,2,@@@,4325.26
O0001774,P00075,1,2755.17,2755.17
O0001775,P00067,1,nan,@@@
O0001775,P00203,1,562.59,not_a_date
32-13-2025,P00281,1,2552.92,not_a_date
O0001777,###BAD###,N/A,null,@@@
O0001778,P00135,1,3607.89,3607.89
O0001779,P00184,3,4754.26,14262.78
 ,32-13-2025,1,544.68,
N/A,null, ,3955.98,invalid
O0001781,invalid,1,3134.52,3134.52
O0001782,P00055,1,833.24,833.24
not_a_date,N/A,1,,2169.68
not_a_date,P00200,1,2370.2,2370.2
O0001784,P00245,@@@,387.47,null
9999-99-99,NULL,null,3306.03,6612.06
O0001786,P00295,1,2422.06,2422.06
O0001786,P00005,null,###BAD###,123abc
O0001787,P00154,###BAD###,1726.55,null
123abc,nan,1,123abc,1601.4
O0001789,P00194,invalid,N/A,###BAD###
O0001790,P00101,not_a_date,2484.17,not_a_date
9999-99-99,32-13-2025,1,111.18,111.18
O0001792,P00291,NULL,1817.83,3635.66
O0001792,P00137,32-13-2025,1038.76, 
O0001793,32-13-2025,1,1247.75,invalid
9999-99-99,P00222,1,2917.86,not_a_date
O0001795,P00050,1,4490.31,9999-99-99
O0001796,###BAD###,1,1543.14,1543.14
not_a_date,N/A,,670.63,null
null,P00174,9999-99-99,1555.28,1555.28
123abc,,9999-99-99,3746.43,3746.43
invalid,invalid,invalid,88.09,invalid
O0001800,nan,1,688.21,688.21
O0001801,,1,not_a_date,3875.47
nan,P00030,N/A,###BAD###,2893.23
O0001801,,1,586.98,586.98
32-13-2025,P00221, ,123abc,3763.42
O0001802,P00176,null,1943.91,1943.91
O0001803,P00011,invalid,524.78,9999-99-99
@@@,P00180,null,558.08,558.08
O0001805,P00056,,3345.91,3345.91
O0001806,P00082,1,123abc,1714.6
###BAD###,9999-99-99,@@@,1722.86,1722.86
O0001807,P00206,1,NULL,N/A
###BAD###,P00254,1,32-13-2025,1960.09
N/A,9999-99-99,1,3063.79,3063.79
O0001810,P00202,1,2953.33,2953.33
O0001811,@@@,1,556.08,556.08
O0001812,P00134,1,,N/A
O0001812,P00122,1,3198.61,3198.61
O0001813,P00168,1,495.38,495.38
O0001814, ,nan,not_a_date,2240.43
O0001815,P00197,not_a_date,626.93,626.93
O0001816,P00044,invalid,4395.57, 
not_a_date,nan,1,NULL,2081.14
N/A,P00216,1,null,2427.83
null,P00058,###BAD###,###BAD###,337.32
O0001818,P00252,nan,1131.25,1131.25
invalid,nan,3,2531.27,32-13-2025
O0001819,P00022,1,nan,null
O0001820,P00060,1,183.63,not_a_date
 ,P00108,,1441.26,not_a_date
 ,P00069,@@@,185.88,371.76
not_a_date,not_a_date,1,842.15,842.15
not_a_date,nan,###BAD###,4511.37,9022.74
@@@,@@@,1,3371.34,invalid
O0001825,invalid,1,705.93,705.93
O0001826,P00017,1,2024.0,@@@
O0001827,NULL,@@@,NULL,nan
O0001828,P00240,32-13-2025,N/A,10688.88
O0001828,P00098,1,null,###BAD###
O0001828,P00016,1,2035.04,2035.04
NULL, ,3,274.32,822.96
nan,P00245, ,###BAD###,988.05
O0001830,P00190,1, ,2484.96
O0001831,nan,1,185.88,185.88
9999-99-99,P00242,1,4223.54,4223.54
9999-99-99, ,###BAD###,1983.27,3966.54
O0001832,P00160,invalid,3076.05,
O0001833,P00046,invalid,9999-99-99,invalid
O0001834,P00292,1,490.7,not_a_date
O0001834,###BAD###,3,2136.29,9999-99-99
O0001835,P00270,nan,null,3225.04
O0001835,P00053,1,4385.15,4385.15
null,P00151,NULL,1676.87,1676.87
,P00083,9999-99-99,4314.38,32-13-2025
O0001838,P00054,1,1383.63,1383.63
O0001839,P00257,1,9999-99-99,N/A
O0001839, ,1,267.07,9999-99-99
32-13-2025,P00168,null,nan,nan
not_a_date,P00162,invalid,invalid,2197.12
O0001842,P00127,1,32-13-2025,3134.52
O0001843,@@@,32-13-2025,123abc,not_a_date
O0001844,P00048,nan,nan,3785.38
invalid,P00188,1,583.7,583.7
nan,P00244,,2650.71,not_a_date
NULL,9999-99-99, ,9999-99-99,9999-99-99
123abc,P00207,nan,nan, 
O0001848,P00057,2,32-13-2025,8228.08
O0001849,P00003,N/A,1480.66,N/A
O0001849,P00126,123abc,1621.12,@@@
123abc,P00078,NULL,3402.12,3402.12
O0001851,P00122,invalid,3763.07,3763.07
O0001852, ,1, ,3641.67
9999-99-99,P00299,1,123abc,3955.98
,NULL,invalid,934.88,###BAD###
###BAD###,P00029,,invalid,2535.4
O0001854,P00183,1,###BAD###,2833.55
 ,nan,@@@,9999-99-99,4095.04
O0001855,P00041,32-13-2025, ,2934.25
O0001855,invalid,1,4863.86,N/A
O0001856,@@@,invalid,3656.81,NULL
32-13-2025, ,###BAD###,invalid,NULL
O0001857,P00190,1,null,###BAD###
###BAD###,###BAD###,1,3955.98,3955.98
O0001859,P00234,32-13-2025,not_a_date,1022.52
O0001859,P00020,not_a_date,@@@,N/A
O0001860,P00210,1,123abc,3037.71
nan,P00281,9999-99-99,2703.1,2703.1
null,P00114,1,4752.84,4752.84
O0001861,P00073,1,invalid,not_a_date
###BAD###,P00061,1,3564.08,3564.08
@@@,123abc,1,###BAD###,3887.5
9999-99-99,N/A,1,4643.84,invalid
32-13-2025,,2,@@@,3992.84
O0001865,P00188,1,583.7,583.7
NULL,32-13-2025,1,1406.19,1406.19
O0001866,32-13-2025,N/A, ,2373.76
,P00241,1,###BAD###,3949.7
O0001867,NULL,1,2934.25,32-13-2025
###BAD###,32-13-2025,1,1972.14,N/A
 ,P00231,not_a_date,###BAD###,1002.52
O0001870,P00245,123abc,@@@,387.47
O0001870,P00077,1,2322.04,N/A
O0001871,invalid,null,,1111.52
###BAD###,P00165, ,nan,3464.34
O0001872,P00213,NULL,4907.61, 
,P00062,N/A,255.23,not_a_date
nan,P00190,1,@@@,2761.07
nan,null,###BAD###,###BAD###,3061.3
O0001875,NULL,,N/A,193.29
O0001875,###BAD###,,2546.29,2546.29
null,P00259,123abc,NULL,790.74
O0001877,P00300,123abc,NULL, 
O0001878,P00260,NULL,2689.37,2689.37
not_a_date,P00185,1,123abc,invalid
O0001880,P00216,1,2427.83,nan
 ,P00030,@@@,3403.8,not_a_date
O0001882,N/A,1,32-13-2025,3031.31
O0001882,123abc,2,2634.63,123abc
N/A,nan,,###BAD###,not_a_date
O0001884,P00235,not_a_date,32-13-2025,1355.56
null,P00250,9999-99-99,586.98,586.98
,P00179,nan,9999-99-99,null
###BAD###,not_a_date,1,2424.93,2424.93
O0001887,123abc, ,4083.58,4083.58
O0001888,P00054,1,1314.45,null
O0001889,P00064,1,9999-99-99,2014.86
O0001889, ,1,32-13-2025,###BAD###
O0001890,@@@,1,4314.38,invalid
O0001890,P00117,1,653.8,653.8
123abc,P00134,1,2017.03, 
NULL,P00288,invalid,2099.93, 
O0001892,P00087,1,3258.31,3258.31
N/A,null,nan,2571.8,2571.8
O0001893,P00183,1,9999-99-99,N/A
O0001894,P00092,123abc,4537.31,invalid
O0001895,N/A,@@@,3306.0,3306.0
9999-99-99,P00090,1,3475.88,32-13-2025
,P00125,1,invalid,886.47
O0001897,invalid,1,123abc,1862.09
not_a_date,P00072,N/A,N/A,2784.06
N/A,P00244,invalid,null,4506.2
9999-99-99,P00237,nan,544.68,###BAD###
9999-99-99,###BAD###,1,1784.35,9999-99-99
O0001901,N/A,1,N/A,not_a_date
invalid,P00194,nan,647.69,647.69
O0001903, ,invalid,123abc,4453.39
null,9999-99-99,N/A,,2922.25
not_a_date,P00072,3,3111.59,9334.77
O0001905,P00100,1,4050.33,4050.33
O0001905,null,1,4263.51,null
O0001906,123abc,1,3710.47,3710.47
O0001907,P00277,1,1359.13,1359.13
O0001907,P00072,1,32-13-2025,2947.82
O0001907,null,1,1170.02,1170.02
###BAD###,nan,1,886.47,886.47
123abc,P00217,1,nan,invalid
O0001910,P00097,1,123abc,9999-99-99
O0001911,not_a_date,NULL,931.27,###BAD###
O0001912,P00111,NULL,,9999-99-99
O0001912,P00189,1,60.87,nan
###BAD###,P00136,1, ,3737.83
invalid,P00254,1,1960.09,
,123abc,1,1359.13,N/A
O0001914,123abc,N/A,869.14,869.14
nan,P00253,3,1840.9,nan
O0001916,P00052,null,4134.28,NULL
O0001916,P00079,1,2943.21,2943.21
O0001917,P00112,1,9999-99-99,2046.8
O0001917,123abc,2,nan,9999-99-99
@@@,P00210,1,3573.78,3573.78
O0001919,123abc,1,2893.23, 
O0001920,P00030,,3063.42,3063.42
O0001921,32-13-2025,1,4041.12,@@@
O0001922,9999-99-99,invalid, ,1889.31
,32-13-2025,1,123abc,###BAD###
null,P00254,N/A,9999-99-99,1666.08
 ,P00156,null,2772.52,not_a_date
not_a_date,P00175,1,299.24,299.24
 ,P00250,1,556.08,556.08
null,P00146,invalid,1357.42,1357.42
O0001928,P00296,1,,
not_a_date,P00042,1,3934.13,3934.13
123abc,P00049,1,264.59,264.59
O0001931,P00108,invalid,1361.19,N/A
O0001932,P00253,9999-99-99,###BAD###,1937.79
O0001933,P00105,invalid,@@@,4689.77
O0001934,P00136,1,3934.56,3934.56
,P00175,invalid,299.24,598.48
###BAD###,P00291,1,1636.05,1636.05
O0001936,invalid,1,2762.91,2762.91
invalid,P00013,not_a_date,null,68.89
O0001938,P00201,1,2074.43,2074.43
O0001938,P00270,NULL,@@@,5482.56
O0001939,P00131,1,3524.25,3524.25
O0001940,@@@,invalid,2119.84,2119.84
O0001941,P00028,1,374.71,9999-99-99
NULL,P00282,invalid,1558.22,1558.22
9999-99-99,P00169,1,2070.22,2070.22
###BAD###,P00060,1,123abc,nan
,invalid,1,9999-99-99,836.14
O0001944,,nan,NULL,525.19
O0001945,invalid,1,N/A,N/A
invalid,P00292,NULL,517.96,123abc
9999-99-99,nan,1,32-13-2025,N/A
O0001947,P00263,1,3087.96,3087.96
32-13-2025,,2,1876.24,3752.48
O0001949,###BAD###,nan,3052.5,3052.5
O0001950,P00050,1,3816.76,null
O0001951,P00168,2,521.45,1042.9
O0001952,P00051,1,nan,1589.2
9999-99-99,P00176,1,N/A,1943.91
123abc,nan,null, ,3368.16
9999-99-99,###BAD###,1,88.09,88.09
O0001955,P00128,1,2827.74,@@@
O0001955,P00232,, ,@@@
123abc,P00138,1,4623.59,4623.59
invalid,9999-99-99,1,@@@,nan
O0001956,P00202,1,2953.33,2953.33
32-13-2025,,,3219.61,3219.61
O0001958,P00155,1,2945.27,2945.27
O0001959,NULL,NULL,2143.06,9999-99-99
O0001960,invalid,32-13-2025, ,2422.06
O0001960,null,3,NULL,null
@@@,P00087,not_a_date,@@@,3439.33
###BAD###,P00248,1,1688.78,NULL
O0001963,P00109,###BAD###,1263.56,nan
O0001963,not_a_date,1,882.95,882.95
N/A, ,N/A,N/A,@@@
9999-99-99,null,1,3076.05,3076.05
O0001966,P00219,3,null,7912.53
O0001967,P00217,1,nan,3387.51
O0001968,P00085,N/A,not_a_date,4053.11
9999-99-99,P00116,invalid,1170.02,9999-99-99
O0001970,32-13-2025,1,NULL,2750.6
O0001971,P00146,1,nan,9999-99-99
123abc,P00170,1,785.84,785.84
invalid,P00205,1,2122.39,2122.39
###BAD###,P00168,1,521.45,521.45
O0001974,P00228,@@@,###BAD###,2958.03
null,,###BAD###,1435.46,1435.46
invalid,P00010,32-13-2025,1363.06,1363.06
O0001976,P00177,1,32-13-2025,9999-99-99
null,@@@,123abc,2788.47,2788.47
O0001978,N/A,1,975.53,null
O0001979,P00291,1,null,1545.16
O0001979, ,32-13-2025,300.27,300.27
O0001980, ,,721.01,2163.03
O0001980,P00015,1,895.62,895.62
@@@,P00057,1,NULL,4114.04
32-13-2025, ,not_a_date,312.67,312.67
O0001982,P00202,null,3127.05,32-13-2025
,invalid,null,3717.55,3717.55
not_a_date,P00098,1,,NULL
 ,P00237,1,608.76,9999-99-99
N/A,P00016,1,2274.46,2274.46
O0001987,invalid,1,4643.84,4643.84
O0001987,P00299,@@@,32-13-2025,4395.53
32-13-2025,P00263,1,NULL,3250.48
NULL,N/A,1,9999-99-99,851.96
O0001990,not_a_date,123abc,274.32,274.32
O0001990,P00069, ,158.0,158.0
O0001991,null,1,32-13-2025,1637.14
9999-99-99,not_a_date,@@@,###BAD###,279.29
O0001992,P00271,1,261.54,261.54
O0001993,P00025,1,2790.33,32-13-2025
O0001994,P00039,9999-99-99,2958.5,5917.0
O0001995,P00024,1,nan,1889.31
O0001995,P00209,1,###BAD###,1453.14
O0001996,N/A,not_a_date,2703.1,2703.1
O0001997,NULL,3,262.77,32-13-2025
O0001997,P00158,2,535.21,1070.42
###BAD###,9999-99-99,1,not_a_date,2495.96
